id,review,class
3329,Great app! Works great with my playlists! Wish it worked with Pandora! Definitely not worth paying for the pay version of C25k because this up to date.,user experience
3330,Very good.  Your forecast are always current and accurate!,user experience
3331,"Harder than I thought it would be, fun, and neat.",user experience
3332,There's so many cool selections??,user experience
3333,I love this app c: now I can take a pic of myself without having to hold it like always -.- <3,user experience
3334,Works perfect and picks up a ton of stations that are really far.,user experience
3335,Has a lot of workouts for being a free app,user experience
3336,"I love variety of monster to fight,and love the effect of the parking falling down using as a ramp! Good Game!!",user experience
3337,Fun way to get back in touch with classmates in a time-capsule way!,user experience
3338,"Outstanding! Everything u need for ideas in one place. A lot quicker then searching the web, good job fellas!",user experience
3339,Great pictures,user experience
3340,It has some really cool and interesting tattoos,user experience
3341,Good way to get an idea for a tat!!:),user experience
3342,It's great for my brother because he's only four so when Disney comes on I can play this for him so he's not bord.,user experience
3343,Love this app. You decide how you want your collage. They should add more variety of frames.,user experience
3344,I love having all my photos backed up automatically and not having to keep them on my phone,user experience
3345,"Have been using Google Drive for a few months, paid account - the desktop app was totally unreliable and failed to sync just too often So came back to Dropbox, always syncing smartly and reliably

A bit pricey though - almost twice as expensive as competitions if you want the extra space",user experience
3346,"I now see that you must have IO7 or better for the app
I didn't wish to upgrade to IO7 on my ipad2 and can't on my orginal ipad
I feel you guys tossed us out in the cold",user experience
3347,That moment I figured out I could transfer photos from my iPhone to laptop faster via dropbox than plugging my phone into the USB port,user experience
3348,"Flawless operation - ZERO problems Easy to use - almost effortless New auto-upload of photos and videos is a great &amp useful addition Customer support is second to none (when I did have a question, support answered it before two hours had passed)",user experience
3349,I love the idea of Dropbox but my cloud does the same thing My videos take a really long time to upload I think it froze ( If the app didn't take up space on my iPad then I would be impressed ),user experience
